Code,Area,Total,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Rep of Ireland,Spain,Sweden,French Overseas Depts,Rep of Estonia,Czech Rep,Slovak Rep,Hungary,Rep of Latvia,Rep of Lithuania,Poland,Rep of Slovenia,Malta,Cyprus,Bulgaria,Romania,Switzerland,Norway,Iceland,Ukraine,Russian Federation,Rep of Armenia,Rep of Belarus,Rep of Moldova,Rep of Azerbaijan,Rep of Georgia,Turkey,Albania,Rep of Croatia,Rep of Bosnia-Herzegovina,Former Yug Rep of Macedonia,Serbia and Montenegro,Andorra,Monaco,Liechtenstein,Faroe Islands,Algeria,Angola,Benin,Bissau ..-Guinea-..,Botswana,Burkina Faso,Burundi,Cameroon,Cape Verde Islands,Central African Rep,Chad,Comoro Islands,Congo,Cote D Ivoire,Democratic Rep of Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Kenya,Lesotho,Liberia,Libya,Malagasy Rep,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Principe and Sao Tome,Rwanda,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,St Helena and Deps,Sudan,Swaziland,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe,Afghanistan,Arab Emirates,Bahrain,Bangladesh,Bhutan,Brunei,Cambodia,China Peoples Rep,_Macau,_Hong Kong,East Timor,India,Indonesia,Iran,Iraq,Israel,Japan,Jordan,North Korea,South Korea,Kuwait,Laos,Lebanon,Malaysia,_Sabah,Mongolia,Union of Myanmar ..-Burma-..,Nepal,Oman,Pakistan,Philippines,Qatar,Rep of Kazakhstan,Rep of Kyrgyzstan,Rep of Tajikistan,Rep of Turkmenistan,Rep of Uzbekistan,Saudi Arabia,Singapore,Sri Lanka,Syria,Taiwan,Thailand,Vietnam,Rep of Yemen,Maldive Islands,British Indian Ocean Islands,USA,Canada,Anguilla,Antigua,Argentina,Bahamas,Barbados,Barbuda,Belize,Bermuda,Bolivia,Brazil,Cayman Islands,Chile,Colombia,Commonwealth of Dominica,Costa Rica,Cuba,Dominican Rep,Ecuador,El Salvador,Falkland Islands and Deps,Grenada,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Montserrat,Nevis - St Kitts-Nevis,Nicaragua,Panama,Paraguay,Peru,St Lucia,St Vincent and Grenadines,Suriname,Trinidad and Tobago,Turks and Caicos Islands,Uruguay,Venezuala,Virgin Islands ..-British-..,Australia,New Zealand,Fiji,Samoa,American Samoa,Tonga,Cook Islands,Micronesia ..-Sub Region-..,Papua New Guinea,Pitcairn,Solomon Islands,Vanuatu,Others and Unknown
00BD,Richmond upon Thames,1700,10,10,10,20,80,70,10,40,0,30,20,90,40,50,0,0,10,20,10,0,10,100,0,0,0,10,10,10,10,0,10,10,0,0,0,0,0,20,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,170,0,0,0,0,0,0,10,0,10,10,0,0,10,0,0,0,20,0,0,0,40,0,30,0,0,10,0,0,10,0,0,10,10,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,100,40,0,0,10,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,180,60,0,0,0,0,0,0,0,0,0,0,10
00BE,Southwark,6750,20,30,40,30,320,140,50,190,0,90,140,100,210,70,0,0,20,20,10,10,90,250,10,0,10,70,50,10,20,0,30,20,0,10,0,0,10,60,10,10,10,20,10,0,0,0,0,40,10,0,0,0,0,0,20,0,0,0,0,20,80,10,0,0,0,30,30,0,20,300,10,20,0,10,0,0,10,0,0,30,20,0,10,0,600,0,0,0,0,200,80,320,0,10,0,10,10,0,60,20,70,20,0,0,70,0,0,0,220,0,0,0,170,10,20,40,0,40,0,0,30,0,0,0,80,0,0,0,10,0,60,110,0,0,10,0,0,10,0,10,30,10,0,20,40,0,0,0,120,50,0,0,10,0,0,0,0,0,110,180,0,0,100,0,0,0,0,40,0,0,0,0,10,0,0,390,10,0,0,0,0,0,10,10,0,0,20,0,0,20,0,270,120,0,0,0,0,0,0,0,0,0,0,20
00BF,Sutton,1060,0,0,0,0,20,20,10,20,0,10,30,20,10,10,0,0,10,10,0,0,0,30,0,0,0,10,10,0,0,0,10,10,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,80,0,0,0,0,0,0,20,0,50,0,0,0,10,0,0,0,30,0,0,0,60,0,20,10,0,10,0,0,20,0,0,0,20,0,0,0,0,0,30,60,0,0,0,0,0,0,0,0,60,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,0,10
00BG,Tower Hamlets,6990,20,30,40,30,230,170,50,190,0,70,80,130,180,80,0,0,10,20,10,30,250,260,0,0,0,140,40,20,30,0,60,30,0,10,10,0,30,60,10,10,10,10,10,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,20,0,0,50,10,10,0,0,0,0,0,0,0,20,20,0,0,0,60,0,0,0,0,10,90,200,0,10,0,0,0,0,10,0,20,10,0,0,1660,0,0,0,360,0,10,0,280,0,10,10,10,60,0,0,70,0,0,10,80,0,0,10,10,0,140,70,0,0,10,0,0,30,0,30,10,0,10,30,10,0,0,0,130,80,0,0,20,0,0,0,0,0,10,150,0,0,40,0,0,10,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,10,0,0,10,0,0,10,0,380,140,0,0,0,0,0,0,0,0,0,0,10
00BH,Waltham Forest,5880,10,10,20,10,160,50,30,100,0,40,110,70,60,30,0,10,60,30,10,30,300,280,0,0,10,320,140,0,10,0,30,20,0,0,10,10,10,140,20,10,10,30,30,0,0,0,0,120,10,0,0,0,0,10,10,0,0,0,0,20,0,10,0,10,0,10,10,0,10,210,10,10,0,10,0,0,10,0,10,130,20,0,10,0,90,0,10,0,0,10,80,660,0,0,0,10,0,0,40,10,70,40,0,0,90,0,0,0,100,0,0,0,220,0,10,10,10,10,0,0,0,0,0,0,30,0,0,20,0,0,620,50,0,0,0,0,0,0,0,0,120,0,0,10,20,0,0,0,40,30,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,10,10,0,0,0,0,10,0,0,240,0,0,0,0,0,0,0,10,0,0,30,0,0,0,0,100,40,0,0,0,0,0,0,0,0,0,0,10
00BJ,Wandsworth,7220,20,20,30,20,260,160,40,270,0,80,120,220,160,60,0,10,30,40,20,10,50,460,0,0,0,140,20,20,30,10,20,20,0,0,0,0,0,60,10,20,10,20,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,10,20,0,0,10,0,20,10,0,0,120,10,10,0,0,0,0,0,0,0,60,10,0,0,0,60,0,0,0,10,10,90,860,0,0,0,0,0,0,40,10,50,20,0,0,30,0,0,0,80,0,0,0,190,10,20,10,10,50,0,0,30,0,0,10,40,0,0,0,10,0,270,160,0,0,10,0,0,0,0,10,80,0,0,60,0,0,0,0,150,90,0,0,20,0,0,0,0,0,10,120,0,10,50,0,0,0,0,20,0,0,0,0,10,0,0,180,10,0,0,0,0,0,10,0,0,0,20,0,0,20,0,1080,360,0,0,0,0,0,0,0,0,0,0,10
00BK,Westminster,8290,30,50,70,40,630,280,170,560,0,150,140,130,400,250,0,0,20,40,20,20,30,210,10,0,10,70,20,60,30,0,30,50,0,0,0,10,10,50,10,30,10,20,10,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,30,0,30,30,0,10,20,0,10,0,0,20,0,0,0,0,10,60,0,0,0,70,0,0,0,0,10,30,210,0,40,0,10,0,10,10,10,20,30,0,0,100,0,0,0,140,0,0,0,240,10,60,120,30,130,0,0,40,10,0,70,180,0,40,10,0,0,60,180,0,10,0,0,0,10,10,40,30,30,0,60,0,0,0,0,480,150,0,0,30,0,0,0,0,0,0,210,0,10,100,0,0,0,0,10,0,0,0,0,0,0,0,50,20,0,0,0,0,0,10,20,0,0,10,0,0,10,0,840,290,0,0,0,0,0,0,0,0,0,0,20
A,North East,5880,10,20,20,10,180,150,90,100,0,60,120,110,120,30,0,0,10,10,10,0,10,50,0,0,0,30,20,10,30,0,30,40,0,20,0,0,10,70,20,10,0,10,10,0,0,0,0,20,50,0,0,10,0,10,10,0,0,0,0,30,10,10,0,20,0,10,10,0,0,40,0,30,0,0,10,0,10,0,0,20,10,0,0,0,130,0,10,0,0,10,10,180,0,10,0,0,10,0,20,10,150,20,0,0,190,0,0,0,630,0,10,0,850,30,180,160,10,30,10,0,20,0,0,0,150,0,0,10,0,0,280,370,0,0,0,0,0,0,0,10,60,0,10,80,10,0,0,0,130,60,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,140,30,0,0,0,0,0,0,0,0,0,0,20
B,North West,23670,40,90,140,90,630,520,220,360,0,370,660,710,650,160,0,10,50,50,50,30,40,260,10,20,20,130,80,30,90,10,90,110,10,40,10,20,10,260,50,20,20,20,10,0,0,0,0,50,120,0,0,40,0,60,90,0,0,0,0,140,20,40,0,60,0,40,30,0,70,280,10,190,0,10,130,0,190,0,0,50,30,0,60,0,500,0,40,10,20,40,360,790,0,80,10,50,10,30,80,120,750,100,0,0,620,0,10,0,1650,0,40,0,2820,40,400,700,40,80,30,0,40,0,0,10,420,0,40,30,20,0,2330,720,0,10,0,0,0,10,0,30,140,40,30,260,30,50,0,0,360,210,0,0,20,0,10,0,0,0,10,130,0,20,30,0,0,20,20,10,0,0,0,0,30,0,0,270,40,0,0,0,0,0,30,0,0,0,30,0,10,20,0,580,180,10,0,0,0,0,0,0,0,0,0,60
D,Yorkshire and the Humber,18920,50,50,80,30,440,300,180,230,0,180,520,320,360,90,0,10,40,50,40,20,50,150,10,10,10,120,70,30,40,10,80,70,0,20,10,20,10,210,70,30,30,30,20,0,0,0,0,50,80,0,0,40,0,30,70,0,0,0,0,90,20,40,0,50,0,40,30,0,80,340,20,140,10,10,40,0,80,0,0,40,20,0,70,0,260,0,10,0,10,40,220,550,0,80,10,40,0,10,60,130,1080,180,0,0,320,0,0,0,1070,0,10,0,1530,50,380,1520,20,80,30,0,30,0,0,10,400,0,10,20,40,10,2540,640,0,0,0,0,0,10,0,20,60,30,30,190,20,130,0,0,290,180,0,0,20,0,10,0,0,0,0,80,0,10,30,0,0,10,10,10,0,0,0,0,20,0,0,210,40,0,0,0,0,0,10,0,10,0,20,0,0,10,0,430,130,10,0,0,0,0,0,0,0,0,0,40
E,East Midlands,16550,20,50,110,50,380,320,100,190,0,350,1080,250,280,170,0,10,40,40,40,10,50,210,10,10,10,80,110,20,40,0,60,90,0,10,30,0,0,220,60,30,20,40,40,0,0,0,0,50,30,0,0,0,0,40,50,0,0,0,0,50,10,20,0,40,0,20,10,0,40,300,10,170,0,0,20,0,150,0,10,40,40,10,30,0,270,0,10,0,10,20,340,740,0,50,0,80,0,20,60,70,1140,110,0,0,230,0,10,0,660,0,20,0,2580,20,170,690,20,60,20,0,20,0,0,0,300,0,10,10,10,0,680,450,0,0,0,0,0,10,0,30,140,20,20,180,20,0,0,0,240,130,0,0,10,0,10,0,0,0,0,90,0,10,10,0,0,0,0,10,0,0,0,0,20,0,0,330,10,0,0,0,0,0,0,0,0,0,30,0,0,20,0,330,130,10,0,0,0,0,0,0,0,0,0,20
F,West Midlands,23500,50,70,160,60,550,420,180,190,0,550,680,360,300,180,0,10,40,50,30,40,60,290,10,10,20,190,120,10,70,0,70,90,10,20,10,0,10,180,60,30,20,30,30,0,0,0,0,40,70,0,0,30,0,120,70,0,0,0,0,130,20,50,0,40,0,50,40,0,100,390,10,130,10,10,40,0,60,0,10,60,30,0,10,0,270,0,30,0,10,30,580,840,0,120,10,140,10,20,60,40,1130,200,0,0,670,0,0,0,1100,0,20,0,2950,70,290,1110,10,90,20,0,60,0,0,10,400,0,0,20,30,0,2210,860,0,0,10,0,0,10,0,40,170,10,20,210,40,100,0,0,270,160,0,10,20,10,20,0,0,0,10,70,0,10,30,0,0,10,0,0,0,0,0,0,10,0,0,1340,40,0,0,0,0,0,10,10,0,0,50,0,0,10,0,360,140,20,0,0,0,0,0,0,0,0,0,50
G,East of England,26480,50,90,150,80,710,650,220,500,0,300,2870,560,690,190,0,10,100,80,70,50,200,430,10,20,20,240,220,40,50,10,120,160,10,30,10,10,10,290,70,50,40,50,50,0,0,0,0,70,10,0,0,10,0,20,30,0,0,0,0,30,0,10,0,40,0,10,10,0,30,330,10,180,0,10,20,0,120,0,10,110,40,10,150,0,470,0,10,0,10,30,40,1820,0,20,10,30,0,20,90,80,1490,80,0,0,620,0,0,0,1190,0,20,10,2140,40,140,370,50,130,20,0,50,0,0,20,380,0,0,10,50,0,1000,1160,0,10,0,0,0,40,0,40,230,20,30,280,40,0,0,0,800,270,0,0,40,0,10,0,10,0,10,200,0,20,60,0,0,10,10,10,0,0,10,0,30,0,0,290,90,0,0,0,0,0,20,20,10,0,50,0,10,30,0,850,350,10,0,0,0,0,0,0,0,0,0,120
H,London,157420,460,600,880,500,5580,3380,1100,4560,20,2050,3420,2960,3570,1590,0,120,550,740,510,370,3010,7970,120,50,170,3290,1930,390,500,70,660,600,50,100,110,90,220,2830,350,460,280,630,520,0,0,0,0,1000,360,30,10,30,20,150,250,10,0,10,0,420,470,220,0,270,0,460,410,10,250,3810,130,780,10,110,80,10,220,10,110,1280,470,10,120,0,4480,0,120,50,70,680,2750,7050,0,230,30,250,50,80,1140,240,2000,1010,0,10,3900,10,10,10,3010,0,50,0,10950,150,1080,980,470,1140,80,30,800,30,0,280,1300,0,160,420,480,20,5290,2580,0,80,100,10,20,150,30,230,3530,150,90,700,260,50,10,0,3270,1540,0,20,280,10,80,0,10,0,330,2390,0,100,1050,10,10,60,70,310,10,0,80,0,170,0,0,5200,210,10,0,10,10,10,150,180,60,0,530,0,10,230,0,9170,3690,20,0,0,0,0,0,0,0,10,0,300
J,South East,43490,120,170,300,210,1640,1240,370,970,10,610,1500,830,1500,410,0,30,200,250,150,90,210,1130,40,50,30,660,300,120,170,20,210,280,10,60,40,20,30,510,110,90,60,140,100,0,0,0,0,140,20,0,0,50,0,70,70,0,0,0,0,30,20,20,0,100,0,10,30,0,140,640,20,340,10,10,40,0,140,0,30,200,90,0,130,0,500,0,30,10,10,60,190,3520,10,90,30,220,0,30,180,110,2090,260,0,0,620,10,0,10,1560,0,40,10,3540,70,260,360,90,310,30,0,220,0,0,30,620,0,20,40,600,0,1460,1950,0,20,10,0,10,50,0,60,470,40,40,490,40,10,10,0,1080,580,0,0,100,10,20,0,0,0,20,320,0,50,100,0,10,20,10,30,0,0,10,0,30,0,0,280,80,0,0,0,0,0,30,20,50,0,110,0,10,100,0,1750,700,70,0,0,0,0,0,10,0,0,0,50
K,South West,16070,40,50,100,80,560,560,130,330,0,280,1200,330,600,160,0,10,50,70,30,40,90,300,10,20,10,180,110,50,60,10,150,110,0,20,10,0,10,210,20,10,10,30,10,0,0,0,0,60,10,10,0,10,0,20,30,0,0,0,0,20,10,10,0,30,0,10,10,0,40,120,0,90,0,0,10,0,30,0,0,30,10,0,60,0,140,0,10,0,10,10,320,1140,10,20,10,10,0,20,40,40,410,40,0,0,200,0,0,10,800,0,20,0,1440,40,100,200,20,100,30,0,100,0,0,10,270,0,0,10,60,0,200,670,0,10,10,0,0,20,0,30,80,10,30,220,20,0,0,0,350,240,0,0,30,0,10,0,0,0,10,170,0,10,50,0,0,10,10,0,0,0,0,0,10,0,0,290,30,0,0,0,0,0,20,10,20,0,30,0,0,60,0,740,300,30,0,0,0,0,0,0,0,0,0,20
923,Scotland,15960,60,80,110,100,630,550,190,380,10,280,420,1030,910,200,0,10,50,50,20,40,40,260,10,20,10,120,70,50,110,20,90,110,0,30,10,10,10,130,10,10,10,10,10,0,0,0,0,60,10,0,0,20,0,50,10,0,0,0,0,30,0,10,0,30,0,0,0,0,10,100,0,50,0,0,30,0,20,0,0,20,30,0,20,0,250,0,10,0,0,10,80,660,0,40,10,20,0,10,30,40,230,20,0,0,100,0,0,0,1060,0,20,0,1120,40,140,150,30,80,30,0,50,0,0,10,340,0,10,10,30,0,620,380,0,10,0,0,0,10,0,40,60,10,20,110,10,0,0,0,590,540,0,0,30,0,10,0,0,0,10,80,0,10,30,0,0,10,0,0,0,0,0,0,10,0,0,20,30,0,0,0,0,0,20,0,0,0,20,0,0,20,0,1290,470,10,0,0,0,0,0,0,0,0,0,20
922,Northern Ireland,4580,10,10,10,10,80,90,10,40,0,30,830,980,80,20,0,0,0,10,10,20,30,80,0,0,0,80,30,10,10,0,80,20,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,210,0,0,10,420,0,10,0,0,10,10,0,10,0,0,0,70,0,0,0,10,0,20,470,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,100,90,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,50,0,0,0,0,0,0,0,0,0,0,0
924,Wales,7090,10,20,20,30,200,180,60,120,0,80,580,320,200,50,0,0,20,10,10,10,10,60,0,10,0,60,80,20,20,0,30,40,0,10,0,0,0,130,20,0,10,10,0,0,0,0,0,20,10,0,0,10,0,0,10,0,0,0,0,10,0,0,0,20,0,0,0,0,10,50,10,50,0,0,20,0,10,0,0,10,10,0,0,0,110,0,0,0,0,10,70,300,0,40,0,10,0,10,10,20,110,10,0,0,160,0,0,0,400,0,10,0,850,10,50,160,10,40,10,0,40,0,0,10,180,0,0,10,50,10,200,590,0,0,0,0,0,0,0,10,40,0,10,80,10,10,0,0,160,90,0,0,10,0,0,0,0,0,0,30,0,10,10,0,0,0,0,0,0,0,0,0,20,0,0,20,10,0,0,0,0,0,10,0,0,0,0,0,10,10,0,200,90,0,0,0,10,0,0,0,0,0,0,10
Overseas Residents,Overseas Residents,13890,260,140,200,70,1560,1600,110,340,0,580,200,840,2710,300,0,0,20,20,20,0,10,70,0,10,10,30,20,50,60,10,10,10,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,0,30,0,0,0,0,20,0,0,0,10,0,10,0,20,0,0,0,0,10,0,830,0,0,0,0,0,0,10,0,70,0,0,0,10,0,0,0,50,0,0,0,330,10,0,0,10,40,0,0,0,0,0,0,60,0,0,0,20,0,20,30,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,220,230,0,0,20,0,0,0,0,0,0,30,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,190,10,0,0,0,0,0,10,20,50,0,20,0,0,10,0,1350,360,250,0,0,0,0,0,0,0,0,0,10
926,UK,373500,1180,1440,2260,1320,13130,9970,2950,8320,50,5740,14080,9600,11970,3530,0,230,1170,1420,990,730,3830,11260,220,220,300,5180,3170,820,1240,180,1670,1730,90,390,240,190,320,5100,840,750,500,1010,800,0,0,0,0,1550,770,40,10,250,20,570,690,10,0,30,10,970,580,420,0,710,0,640,580,20,780,6470,230,2180,40,180,440,10,1060,10,180,1850,800,50,680,10,7420,10,280,80,150,930,4950,18530,20,770,140,860,90,250,1770,920,10690,2030,10,20,7660,30,50,30,13400,10,270,50,31520,580,3200,6410,790,2180,320,50,1450,50,10,410,4890,0,250,590,1400,50,16840,10860,0,160,130,20,40,310,60,550,4990,340,330,2810,500,350,30,0,7870,4310,0,40,580,40,190,0,30,10,400,3620,10,250,1430,10,30,140,140,390,20,0,120,10,340,10,20,8460,600,20,20,20,20,20,300,260,210,0,900,0,50,530,0,17340,6620,440,10,0,20,0,20,20,0,20,10,730
